id,setId,type,correct,คำตอบที่คาด,ระดับ,ชิ้นเฉลย,ท่อนสรุป(ตัดมา 220 ตัวท้าย)
pat1-2555-03-q09,pat1-2555-03,mc,1,$\{ x \in R \mid (4x - 1)(x - 4) < 0 \}$,🔴 ไม่เจอเลย,30,"ังโจทย์ถาม""สับเซต""จึงหาช่วงที่ครอบAได้พอดีปลายต้องกว้างกว่าหรือเท่ากับA⚠️จุดที่เด็กมักผิด:1ลืมกลับทิศอสมการเมื่อฐาน<12แยกตัวประกอบ5x^2-22x+8ผิด3เลือกช่วงที่""ใกล้เคียง""แต่ไม่ได้ครอบAทั้งหมดเช่นเลือกตัวเลือก1ที่ปลายขวาแค่3"
pat1-2555-10-q25,pat1-2555-10,mc,2,(ก) – (ง) ถูกเพียง 3 ข้อ,🔴 ไม่เจอเลย,41,"มื่อPเป็นเท็จต้องตรวจทุกแบบที่เป็นไปได้ของตารางข้อความจะ""ถูก""ก็ต่อเมื่อจริงทุกแบบ⚠️จุดที่เด็กมักผิดเติมตารางได้แบบเดียวแล้วรีบสรุป!ตารางนี้มีคำตอบ2แบบถ้าตรวจข้อความกับแบบเดียวจะสรุปกถูกผิดพลาดต้องหาให้ครบทุกแบบก่อนตัดสิน"
pat1-2556-03-q12,pat1-2556-03,mc,2,"$\{\, x \in \mathbb{R} \mid 0 \le |x + 3| \le 5 \,\}$",🔴 ไม่เจอเลย,37,เมนฐาน>0\ne1ในlog>0ก่อนเสมอแล้วดูว่าฐาน>1คงทิศหรือ0⚠️จุดที่เด็กมักผิดลืมเงื่อนไขโดเมนทำให้ได้คำตอบเกินจริงเผลอกลับเครื่องหมายตอนคูณx-1ทั้งที่x>1จึงไม่ต้องกลับและตรวจสับเซตด้วยจุดเดียวอาจพลาดต้องมั่นใจว่าครอบทุกจุดในช่วงA
pat1-2557-03-q06,pat1-2557-03,mc,2,"$\{\, x \in \mathbb{R} \mid x^2 + x - 12 \ge 0 \,\}$",🔴 ไม่เจอเลย,43,ริง⚠️จุดที่เด็กมักผิดโจทย์ถามว่าเรนจ์เป็น“สับเซตของ”ข้อใดไม่ใช่“เท่ากับ”ข้อใด—จึงต้องเลือกช่วงที่ครอบคลุมเรนจ์ทั้งหมดตัวเลือก3มี[3\inftyที่กว้างกว่า[4\inftyจึงครอบได้ระวังการกระจาย4-y^2และเครื่องหมายตอนคำนวณดิสคริมิแนนต์
pat1-2557-04-q09,pat1-2557-04,mc,3,"ผลบวกของระยะทางจากจุด $(2,6)$ ไปยังโฟกัสทั้งสองของวงรีเท่ากับ $20$ หน่",🔴 ไม่เจอเลย,49,"ุดอยู่บนวงรีผลบวกระยะถึงโฟกัสคู่=2aเสมอไม่ต้องหาพิกัดโฟกัสจริงๆแค่ตรวจว่าจุดอยู่บนวงรีก็พอ⚠️จุดที่เด็กมักผิด:1ความเยื้องศูนย์กลางวงรีใช้c^2=a^2-b^2ลบต่างจากไฮเพอร์โบลา2ตัวเลือก3ต้องเทียบ""แกนเอก=2a=20""กับรัศมีไม่ใช่""a=10"""
pat1-2557-11-q30,pat1-2557-11,mc,0,$D < A < C < B$,🔴 ไม่เจอเลย,43,าเพื่อชดเชย—เปรียบเทียบได้เร็วโดยไม่ต้องแก้ระบบเต็มแต่แก้ระบบก็ได้คำตอบเดียวกัน⚠️จุดที่เด็กมักผิดต้องใช้เงื่อนไขCD>0จึงสรุปB>Cได้—ถ้าลืมว่าทุกตัวเป็นบวกจะเปรียบเทียบไม่ได้และระวังจัดสมการA=2C-Bเป็นA+B=2Cให้ถูกไม่ใช่A+B=C
pat1-2558-10-q01,pat1-2558-10,mc,1,$(p \to q) \vee (r \to p)$ มีค่าความจริงเป็น จริง,🔴 ไม่เจอเลย,33,าตัวแปรที่ปรากฏเดี่ยวๆก่อนเช่นpเพื่อบีบค่าความจริงแล้วแทนผลในทุกตัวเลือก⚠️จุดที่เด็กมักผิดตัวเลือก4และ5อ้างว่าประพจน์เป็นเท็จแต่จริงๆเป็นจริงต้องเทียบค่าที่คำนวณได้กับสิ่งที่ตัวเลือกอ้างห้ามเลือกเพียงเพราะประพจน์เป็นจริง
pat1-2558-10-q09,pat1-2558-10,mc,2,"ความสัมพันธ์ $r_3 = \{ (x,y) \in \mathbb{R} \times \mathbb{R} \mid x^2",🔴 ไม่เจอเลย,25,"ให้ค่าเดียวกัน1ค่าxจับคู่หลายy—เป็นสัญญาณของการ""ไม่เป็นฟังก์ชัน""⚠️จุดที่เด็กมักผิดในr_5ถึงจะมีx^2แต่ตัวที่ยกกำลังคือxไม่ใช่y—เงื่อนไขฟังก์ชันดูที่""yซ้ำต่อxหนึ่งค่า""ดังนั้นx^2ไม่ทำให้เสียความเป็นฟังก์ชันต้องดูที่yเป็นหลัก"
pat1-2558-10-q11,pat1-2558-10,mc,2,$4x^2 + 9y^2 - 8x - 36y - 140 = 0$,🔴 ไม่เจอเลย,33,แล้วใช้นิยามวงรี2a=ผลบวกระยะถึงโฟกัสทั้งสองจากจุดที่วงรีผ่านเพื่อหาa⚠️จุดที่เด็กมักผิดพาราโบลานี้เปิดซ้ายค่าxติดลบหลังจัดรูปโฟกัสจึงอยู่ทางซ้ายของจุดยอดไม่ใช่ทางขวาและอย่าสับสนa^2กับb^2—แกนเอกอยู่แนวนอนa^2จึงอยู่ใต้x-1^2
pat1-2558-10-q15,pat1-2558-10,mc,1,ข้อ (ก) และ ข้อ (ค) ถูก แต่ ข้อ (ข) ผิด,🔴 ไม่เจอเลย,34,คที่ใช้หาfจากf^-1โดยตั้งตัวแปรk=f^-1xแล้วแก้หาxในรูปของkจะได้fตรงๆจากนั้นค่อยหาอนุพันธ์⚠️จุดที่เด็กมักผิดข้อขต้องระวังลำดับการแทนค่าf''f4คือแทนf4=-2เข้าf''ส่วนff''4คือแทนf''4เข้าf—สลับกันไม่ได้และผลลัพธ์ทั้งสองไม่เท่ากัน
pat1-2558-10-q18,pat1-2558-10,mc,3,ข้อ (ก) ข้อ (ข) และ ข้อ (ค) ถูกทั้งสามข้อ,🔴 ไม่เจอเลย,30,้ฟังก์ชันประกอบกับpiecewise:หาค่าfxก่อนแล้วหาช่วงของค่าfxเพื่อเลือกสาขาของgให้ถูกเทียบกับเกณฑ์x⚠️จุดที่เด็กมักผิดต้องดูว่าค่าที่ออกจากfตกในสาขาใดของgไม่ใช่ดูที่xเดิม—เช่นข้อคแม้x>6แต่fx=7-x<1จึงต้องใช้สาขาgx=x+2ไม่ใช่x-4
pat1-2558-10-q19,pat1-2558-10,mc,1,ข้อ (ก) และ ข้อ (ค) ถูก แต่ ข้อ (ข) ผิด,🔴 ไม่เจอเลย,38,ูณตลอดด้วยตัวส่วนเชิงซ้อน3+iเพื่อกำจัดเศษส่วนจากนั้นเทียบส่วนจริง/จินตภาพได้ระบบสมการเชิงเส้น⚠️จุดที่เด็กมักผิดข้อขดูเผินๆคล้ายถูกแต่|-8+5i|=\sqrt89\approx9.43\ne10ต้องคำนวณขนาดให้ครบอย่าเดาและระวัง\barz-z=-2yiไม่ใช่+2yi
pat1-2558-10-q20,pat1-2558-10,mc,2,อนุกรมลู่เข้า มีผลบวกเท่ากับ $24$,🔴 ไม่เจอเลย,29,พื่อกำจัดตัวคูณnเหลืออนุกรมเรขาคณิตล้วนที่หาผลบวกด้วยสูตร\fraca_11-rได้⚠️จุดที่เด็กมักผิดต้องจัดรูป\frac2^3n3^2n+1ให้เป็น\frac13\frac89^nก่อนเพื่อระบุr=\frac89ให้ถูกและตอน1-2สัมประสิทธิ์เป็น1-\frac89=\frac19ไม่ใช่\frac89
pat1-2559-03-q01,pat1-2559-03,mc,0,ข้อ (ก) และ ข้อ (ข) ถูก แต่ ข้อ (ค) ผิด,🔴 ไม่เจอเลย,41,"กฎการแจกแจง/นิเสธ⚠️จุดที่เด็กมักผิดข้อขถามว่า""ไม่เป็นสัจนิรันดร์""—ต้องระวังว่าข้อความนี้ถูกเมื่อประพจน์ไม่เป็นสัจนิรันดร์จริงอย่าสับสนว่าต้องเป็นสัจนิรันดร์ถึงจะถูกและข้อคอย่าลืมว่า\sim\simr\equivrถ้าแปลงผิดจะได้คำตอบผิด"
pat1-2559-03-q03,pat1-2559-03,mc,3,ข้อ (ก) ข้อ (ข) และ ข้อ (ค) ถูกทั้งสามข้อ,🔴 ไม่เจอเลย,33,"ังด้วยการตัดฐานฐาน>1จึงไม่กลับข้อคต้องสังเกตว่าฐาน\fracnsอยู่ระหว่าง0-1จึงกลับอสมการ⚠️จุดที่เด็กมักผิดข้อคเด็กมักลืมกลับเครื่องหมายเพราะฐานน้อยกว่า1→ตอบผิดเป็น""คผิด""การตัดฐาน/ยกกำลังต้องเช็คเสมอว่าฐานมากกว่าหรือน้อยกว่า1"
pat1-2559-03-q06,pat1-2559-03,mc,4,ข้อ (ก) ข้อ (ข) และ ข้อ (ค) ผิดทั้งสามข้อ,🔴 ไม่เจอเลย,35,วอย่างค้าน1ตัวก็พอเรื่องเพาเวอร์เซตจำไว้ว่าPA\cupBใหญ่กว่าPA\cupPBเสมอเพราะมีสับเซตที่ผสมสมาชิกจากทั้งAและB⚠️จุดที่เด็กมักผิดสับสน\inกับ\subsetในข้อกและข้อคทิศของสับเซตสำคัญมาก—PA\cupB\subsetPA\cupPBผิดแต่กลับข้างแล้วถูก
pat1-2559-03-q07,pat1-2559-03,mc,1,ข้อ (ก) และ ข้อ (ค) ถูก แต่ ข้อ (ข) ผิด,🔴 ไม่เจอเลย,40,ั้นแปลตัวบ่งปริมาณ\forallจริงทุกตัวและ\existsจริงอย่างน้อยหนึ่งตัวเทียบกับเอกภพสัมพัทธ์⚠️จุดที่เด็กมักผิด\sqrtx-1^2=|x-1|ไม่ใช่x-1ตรงๆและต้องตัดx=0ออกจากเอกภพระวังว่า\forallx[Qx]เป็นเท็จเพราะมีบางค่าเช่นx=-1.5ที่Qไม่จริง
pat1-2559-03-q12,pat1-2559-03,mc,2,$\{ x \in \mathbb{R} \mid |x-1| < 2 \}$,🔴 ไม่เจอเลย,41,"ค่าใต้รากฝั่งซ้าย→ยกกำลังสองแล้วพจน์ส่วนใหญ่ตัดกันเหลือเพียงเงื่อนไขให้ผลคูณรากเป็นบวก⚠️จุดที่เด็กมักผิดเงื่อนไขต้องเป็น>0บวกแท้ไม่ใช่\ge0เพราะอสมการเป็น""น้อยกว่า""แท้และอย่าลืมตรวจโดเมนของรากด้วยซึ่งสอดคล้องกับช่วงที่ได้"
pat1-2559-03-q17,pat1-2559-03,mc,0,ข้อ (ก) และ ข้อ (ข) ถูก แต่ ข้อ (ค) ผิด,🔴 ไม่เจอเลย,40,ต่อเนื่องที่รอยต่อทั้งสองจุดก่อนแล้วจึงประเมินแต่ละข้อความระวังเลือกสูตรย่อยให้ตรงกับช่วงของอาร์กิวเมนต์⚠️จุดที่เด็กมักผิดข้อคต้องเลือกสูตรfและf'ให้ถูกช่วง:f2=12อยู่ช่วง>4จึงใช้f'=8f'2=8แล้วf8อยู่ช่วง>4จึงใช้8x→ผลต่างกัน
pat1-2559-03-q25,pat1-2559-03,mc,4,$c < a < b$,🔴 ไม่เจอเลย,31,ให้กลับเศษส่วนเป็น\frac1x+\frac1yทันที→สมการกลายเป็นเชิงเส้นในส่วนกลับแก้ระบบ3สมการได้ง่าย⚠️จุดที่เด็กมักผิดC=-\frac112เป็นลบ→c=-12เป็นลบ—เด็กมักลืมว่าค่าลบทำให้การเรียงลำดับเปลี่ยนcน้อยสุดต้องเปรียบเทียบเครื่องหมายให้ดี
pat1-2559-03-q28,pat1-2559-03,mc,0,ข้อ (ก) และ ข้อ (ข) ถูก แต่ ข้อ (ค) ผิด,🔴 ไม่เจอเลย,31,ต่คผิด→ตัวเลือก1💡เทคนิคที่ใช้อินทิเกรตg'หาgแล้วใช้เงื่อนไขg0=0จากg=xfหาcหาf=g/xแล้ววิเคราะห์เครื่องหมายอนุพันธ์หาค่าสุดขีด⚠️จุดที่เด็กมักผิดใช้g0=0หาc—เพราะgx=xfxทำให้g0=0เสมอข้อคต้องดิฟf+gทั้งก้อนแล้วแทนx=1ได้24ไม่ใช่12
pat1-2559-10-q01,pat1-2559-10,mc,0,ข้อ (ก) และ ข้อ (ข) ถูก แต่ ข้อ (ค) ผิด,🔴 ไม่เจอเลย,40,"ี่อ้างว่า""เป็นเท็จเสมอ""เพียงหา1กรณีที่เป็นจริงก็หักล้างได้⚠️จุดที่เด็กมักผิดข้อขเขียนว่า""ไม่เป็นสัจนิรันดร์""ซึ่งเป็นข้อความที่""ถูก""อย่าหลงคิดว่าคำว่าไม่ทำให้ข้อผิดและมักลืมว่าprightarrowqจริงได้ทั้งกรณีTTและFFไม่ใช่แค่TT"
pat1-2559-10-q03,pat1-2559-10,mc,2,ข้อ (ค) ถูกเพียงข้อเดียว,🔴 ไม่เจอเลย,37,ค้านและใช้สมบัติA\subsetB\RightarrowPA\subsetPBสร้างลูกโซ่สับเซตในข้อค⚠️จุดที่เด็กมักผิดสับสนสูตรกระจายA\capB\cupCกับสูตรที่ถูกต้องคิดว่าPA-PB=PA-Bเสมอซึ่งไม่จริงลืมว่า\emptysetเป็นสับเซตของทุกเซตจึงต่อลูกโซ่ในข้อคไม่ได้
pat1-2559-10-q04,pat1-2559-10,mc,4,ข้อ (ก) ข้อ (ข) และ ข้อ (ค) ผิดทั้งสามข้อ,🔴 ไม่เจอเลย,42,รือฐานน้อยกว่า1ข้อคซึ่งเป็นกรณีที่สมบัติมักพัง⚠️จุดที่เด็กมักผิดคิดว่าคูณอสมการได้เสมอลืมว่าจำนวนลบทำให้ผลพังข้อกในข้อขยิ่งห่างจากcไปทางซ้ายมากค่าสัมบูรณ์ยิ่งมากไม่ใช่ยิ่งน้อยในข้อคลืมกรณีฐานน้อยกว่า1ที่การยกกำลังกลับทิศ
pat1-2559-10-q05,pat1-2559-10,mc,0,$\{ x \in \mathbb{R} \mid |x+2| \geq 2|x-3| \}$,🔴 ไม่เจอเลย,42,ก่อนเพื่อถอดค่าสัมบูรณ์โดยไม่ต้องแยกหลายกรณีแล้วแทนคำตอบเช็คสับเซตทีละตัวเลือก⚠️จุดที่เด็กมักผิดลืมตรวจขอบเขตx\geq0ทำให้แยกกรณีค่าสัมบูรณ์เกินจำเป็นในตัวเลือก2เข้าใจผิดว่า3<3เป็นจริงจริงๆต้องน้อยกว่าเท่านั้นไม่รวมเท่ากับ
pat1-2559-10-q07,pat1-2559-10,mc,1,ข้อ (ก) และ ข้อ (ค) ถูก แต่ ข้อ (ข) ผิด,🔴 ไม่เจอเลย,36,ก่อนเพื่อรู้ว่าfใช้สูตรกรณีใดข้อกการคำนวณfgและf/gตรงตามนิยามแล้วเทียบกับข้ออ้าง⚠️จุดที่เด็กมักผิดข้อกลืมว่าgx\geq1จึงต้องใช้สูตรล่างf=3ไม่ใช่สูตรบนสับสนfgxการคูณกับf+gxหรือf\circgxในข้อคการหารด้วยเศษส่วนคือการคูณส่วนกลับ
pat1-2559-10-q08,pat1-2559-10,mc,3,ข้อ (ก) ข้อ (ข) และ ข้อ (ค) ถูกทั้งสามข้อ,🔴 ไม่เจอเลย,55,่าง'แล้วแยกตัวประกอบดูเครื่องหมาย⚠️จุดที่เด็กมักผิดตอนกระจาย2-a^3และ32-a^2มักคิดเครื่องหมายหรือสัมประสิทธิ์พลาดควรกระจายทีละพจน์อย่างระมัดระวังแล้วแทนค่าตรวจและอย่าสับสนระหว่างค่าต่ำสุด'สัมพัทธ์'localกับค่าต่ำสุดสัมบูรณ์
pat1-2559-10-q09,pat1-2559-10,mc,4,$C < B < A$,🔴 ไม่เจอเลย,31,\otimesb...จนเห็นรูปทั่วไปแล้วค่อยแทนค่าจริงจะเร็วและไม่หลง⚠️จุดที่เด็กมักผิดมักพยายามคำนวณ\otimesเป็นการคูณหรือบวกตามสัญชาตญาณทั้งที่โจทย์นิยามเองต้องยึดสมบัติกขเท่านั้นและเวลามีวงเล็บซ้อนต้องคิดจาก'ในสุดออกนอก'ทีละชั้น
pat1-2559-10-q18,pat1-2559-10,mc,0,ข้อ (ก) และ ข้อ (ข) ถูก แต่ ข้อ (ค) ผิด,🔴 ไม่เจอเลย,32,2+c^2และbc'เป็นก้อน'ก่อนไม่ต้องแยกหาbcเดี่ยวทำให้กฎโคไซน์/ไซน์ลัดมากค่า\fraca\sinA=1พอดีทำให้\sinB=b\sinC=c⚠️จุดที่เด็กมักผิดทำส่วนเป็นจำนวนจริงผิดลืมว่า\sqrt6+\sqrt2\sqrt6-\sqrt2=4หรือเหมาว่าคถูกตามรูปแบบโดยไม่คำนวณจริง
pat1-2559-10-q23,pat1-2559-10,mc,0,ข้อ (ก) และ ข้อ (ข) ถูก แต่ ข้อ (ค) ผิด,🔴 ไม่เจอเลย,30,\sumx_i^2N-\barx^2พลิกหาค่าเฉลี่ยของกำลังสองจำว่า\sumx_i-a^2ต่ำสุดที่a=\barxเท่านั้น⚠️จุดที่เด็กมักผิดคิดว่าคูณ-1แล้ว\sigmaติดลบจริงๆใช้|k|จึงยังเป็นบวกหรือเหมาว่าคถูกเพราะเลข5มาจากค่า\sigmaทั้งที่จุดต่ำสุดอยู่ที่\barx=8
pat1-2559-10-q28,pat1-2559-10,mc,3,ข้อ (ก) ข้อ (ข) และ ข้อ (ค) ถูกทั้งสามข้อ,🔴 ไม่เจอเลย,42,ณิตตรงๆถ้าไม่มั่นใจให้ทดสอบด้วยตัวเลขจริงเช่นa_n=nก็ยืนยันได้เร็ว⚠️จุดที่เด็กมักผิดตอนไล่b_nมักเริ่มผิดเป็นb_2=b_1+a_2ที่ถูกคือ+a_1เพราะสูตรเป็นa_n-1และข้อคมักลืมว่าผลบวก59พจน์S_59=59a_30พอดีพจน์กลางของ59พจน์คือพจน์ที่30
pat1-2560-03-q11,pat1-2560-03,mc,2,ข้อ (ข) และ ข้อ (ค) ถูก แต่ ข้อ (ก) ผิด,🔴 ไม่เจอเลย,31,logxกับ\logx^nซึ่งใช้ไม่ได้2ข้อกเด็กมักเห็นx<10แล้วรีบสรุปว่า\logx<1จึงลู่เข้าทั้งที่ต้องดู|\logx|<1ซึ่งกันค่าxที่เล็กมากๆด้วย3กรณีr=1ไม่ใช่อนุกรมที่หาผลรวมด้วยสูตร\fraca_11-r^n1-rได้ส่วนเป็น0ต้องบวกตรงๆว่าทุกพจน์เท่ากัน
pat1-2560-03-q14,pat1-2560-03,mc,4,ข้อ (ก) ข้อ (ข) และ ข้อ (ค) ผิดทั้งสามข้อ,🔴 ไม่เจอเลย,29,"ณีข้อมูลเท่ากันหมดs=0เป็นตัวจับผิด⚠️จุดที่เด็กมักผิด:เห็น\textMD_y=2\textMD_xแล้วรีบสรุปว่า""มากกว่า""โดยลืมว่า2\times0=0ทำให้เท่ากันได้และมักคิดว่า""เพิ่มxทุกตัว""จะทำให้SDเพิ่มทั้งที่การเลื่อนข้อมูลทั้งชุดไม่กระทบการกระจาย"
pat1-2560-03-q15,pat1-2560-03,mc,4,ข้อ (ก) ข้อ (ข) และ ข้อ (ค) ผิดทั้งสามข้อ,🔴 ไม่เจอเลย,30,ล้วเลือกเมทริกซ์ง่ายๆเช่นIหรือเมทริกซ์ที่มี0เยอะมาเป็นตัวอย่างค้าน⚠️จุดที่เด็กมักผิด:หลงเชื่อสูตรA+B^-1=A^-1+B^-1หรือคิดว่า\detA+B=\detA+\detBซึ่งไม่จริงและพยายามพิสูจน์ข้อความให้ถูกแทนที่จะมองหาตัวอย่างค้านทำให้เสียเวลา
pat1-2560-03-q19,pat1-2560-03,mc,2,ข้อ (ข) และ ข้อ (ค) ถูก แต่ ข้อ (ก) ผิด,🔴 ไม่เจอเลย,32,"ความจริงของ\toเท็จเฉพาะT\toF⚠️จุดที่เด็กมักผิด:1สับสนระหว่าง""ค่าความจริงของประพจน์""กับ""สิ่งที่โจทย์อ้าง""—ต้องคำนวณค่าจริงแล้วเทียบกับคำอ้างข้อขอ้างว่าเป็นเท็จและมันเป็นเท็จจริงจึง""ถูก""2แทนx=-3ในQแล้วเผลอคิดว่า3<3เป็นจริง"
pat1-2560-03-q28,pat1-2560-03,mc,1,ข้อ (ก) และ ข้อ (ค) ถูก แต่ ข้อ (ข) ผิด,🔴 ไม่เจอเลย,32,ายพีชคณิตเทียบสองข้างส่วนข้อที่ถามค่าเฉพาะคให้คำนวณจากวงเล็บในสุดออกมา⚠️จุดที่เด็กมักผิด:1เผลอคิดว่าการเปลี่ยนหมู่เป็นจริงเพราะการสลับที่เป็นจริง—เป็นคนละสมบัติกัน2ลืมว่า41เป็นจำนวนเฉพาะหลายคนเข้าใจผิดว่า41หารด้วยอะไรได้
pat1-2560-03-q29,pat1-2560-03,mc,1,$y < x < z$,🔴 ไม่เจอเลย,24,สองสมบูรณ์คัดกรองค่าที่เป็นไปได้ให้เหลือน้อยที่สุดแล้วจึงแทนค่า⚠️จุดที่เด็กมักผิด:1ถอดกำลังxจากz+1^x=y^2^xได้เพราะxเป็นจำนวนเต็มบวกถ้าไม่รู้เครื่องหมายของฐาน/กำลังต้องระวัง2ลืมเงื่อนไขzเป็นคู่ทำให้ต้องลองค่ามากเกินจำเป็น
pat1-2561-02-q01,pat1-2561-02,mc,2,$\sim(p \rightarrow \sim q) \rightarrow q$,🔴 ไม่เจอเลย,39,row\simq\equivp\landqจัดรูปให้ง่ายแล้วใช้วิธียัดเยียดความเท็จ⚠️จุดที่เด็กมักผิดมักทำ\simparrow\simqผิดเป็นp\land\simqที่ถูกต้องคือp\landqต้องnegateทั้ง\simqด้วยและมักลืมว่าimplicationเป็นเท็จกรณีเดียวคือหน้าจริง-หลังเท็จ
pat1-2561-02-q28,pat1-2561-02,mc,3,ข้อ (ก) ข้อ (ข) และ ข้อ (ค) ถูกทั้งสามข้อ,🔴 ไม่เจอเลย,29,>5และเปลี่ยนทศนิยมเป็นเศษส่วน5.84=\frac14625เพื่อเทียบกับตัวเลือก⚠️จุดที่เด็กมักผิดเลือกสูตรผิดเพราะลืมเช็คเงื่อนไขรอบนั้นเช่นa4=6.2>5ต้องใช้สูตรล่างไม่ใช่บนและมักเข้าใจผิดว่า1เป็นจำนวนเฉพาะทั้งที่จำนวนเฉพาะในข้อนี้คือ13
pat1-2561-02-q29,pat1-2561-02,mc,1,ข้อ (ก) และ ข้อ (ค) ถูก แต่ ข้อ (ข) ผิด,🔴 ไม่เจอเลย,41,ต่ขผิด→ตัวเลือก2💡เทคนิคที่ใช้เปลี่ยน\fraccnเป็นbทันทีเพราะbn=cทำให้เทียบกับa⚠️จุดที่เด็กมักผิดข้อขเผลอคิดว่าam=cแล้วbmก็น้อยกว่าcด้วยทั้งที่b>aทำให้bm>am=cกลับด้านและมักตีความamเป็นa^mยกกำลังที่จริงโจทย์คือการคูณa\timesm
pat1-2561-02-q30,pat1-2561-02,mc,0,ข้อ (ก) และ ข้อ (ข) ถูก แต่ ข้อ (ค) ผิด,🔴 ไม่เจอเลย,39,inr^-1เป็นqp\inrแล้วแทนในเงื่อนไขของrตรงๆไม่ต้องวาดกราฟข้อคใช้การรวมอสมการสองอันแล้วดูว่าขัดแย้งกันหรือไม่⚠️จุดที่เด็กมักผิดลืมสลับตำแหน่งคู่อันดับเมื่อเช็คสมาชิกของr^-1และเข้าใจผิดว่า5<5เป็นจริงเครื่องหมาย<ไม่รวมเท่ากับ
pat1-2562-02-q02,pat1-2562-02,mc,0,"$\{\, x \in \mathbb{R} \mid |2x - 3| \le 7 \,\}$",🔴 ไม่เจอเลย,40,มการกำลังสองที่แก้ง่ายและต้องคงเงื่อนไขt>0เพื่อตัดคำตอบที่เป็นลบ⚠️จุดที่เด็กมักผิดตัวเลือก2หลงตอบง่ายเพราะ|7|=7แล้วเข้าใจว่า7>7จริงทั้งที่>ไม่รวมเท่ากับจึงเป็นเท็จและลืมว่า\existsต้องการเพียงค่าเดียวที่ใช้ได้ไม่ใช่ทุกค่า
pat1-2562-02-q05,pat1-2562-02,mc,3,ข้อ (ก) ข้อ (ข) และ ข้อ (ค) ถูกทั้งสามข้อ,🔴 ไม่เจอเลย,39,circg\equiv0เสมอทำให้การประกอบที่มีf\circgอยู่ข้างในยุบเป็นค่าคงที่ลดความซับซ้อนได้มาก⚠️จุดที่เด็กมักผิดสลับลำดับการประกอบf\circgx=fgxไม่ใช่gfx—ฟังก์ชันในวงเล็บทำก่อนและลืมว่าเมื่อx0ต้องเลือกสูตรกรณีx\ge0ของฟังก์ชันถัดไป
pat1-2562-02-q13,pat1-2562-02,mc,2,ข้อ (ข) และ ข้อ (ค) ถูก แต่ ข้อ (ก) ผิด,🔴 ไม่เจอเลย,29,"ลองทีละค่าจำนวนลูกอมน้อย/มากสุดดูจากการเลือกของแพงให้มาก/น้อยที่สุด⚠️จุดที่เด็กมักผิดนับจำนวนพจน์ในลำดับ16\dots36ผิดลืม+1ได้7หรือ9แทน8และสับสนว่า""ลูกอมน้อยสุด""ต้องซื้อของแพงมากสุดเพราะของแพงใช้เงินเยอะต่อเม็ดได้จำนวนน้อย"
pat1-2563-02-q29,pat1-2563-02,mc,0,$c < a < b < d$,🔴 ไม่เจอเลย,20,"ิคที่ใช้เมื่อหลายเศษส่วนเท่ากันและเศษเหมือนกันให้จับ""ส่วนเท่ากัน""แล้วแก้แต่ละตัวแปรเป็นฟังก์ชันของkตัวเดียวเปรียบเทียบได้ทันที⚠️จุดที่เด็กมักผิดย้ายข้างผิดเครื่องหมายเช่นb-51=k\Rightarrowb=k+51ไม่ใช่k-51;ระวังบวก/ลบให้ดี"
pat1-2564-03-q03,pat1-2564-03,mc,0,$0 < a < 1$ และ $0 < ab < 1$,🔴 ไม่เจอเลย,27,"ทุกอย่างให้พูดถึง""ฐาน""ก่อนแล้วค่อยแปลงกลับเป็นเงื่อนไขของabและเพราะa>0จึงคูณ/หารด้วยaได้โดยไม่ต้องกลับเครื่องหมายอสมการ⚠️จุดที่เด็กมักผิด1ลืมว่าฐานของfคือ\frac1aไม่ใช่a2เผลอกลับเครื่องหมายอสมการตอนคูณด้วยaทั้งที่aเป็นบวก"
pat1-2564-03-q04,pat1-2564-03,mc,3,ประเทศที่มีจำนวนผู้ติดเชื้อสะสมมากที่สุด มีอัตราส่วนของจำนวนผู้ติดเชื้,🔴 ไม่เจอเลย,19,"จับคู่ตามเงื่อนไขจะตรวจได้เร็วและไม่สับสน⚠️จุดที่เด็กมักผิด1อ่านผิดคอลัมน์ระหว่าง""จำนวนผู้ติดเชื้อ""กับ""อัตราส่วนต่อประชากรล้านคน""ซึ่งมากสุด/น้อยสุดไม่จำเป็นต้องเป็นประเทศเดียวกัน2เผลอเดาว่าประเทศประชากรมากต้องติดเชื้อมาก"
pat1-2564-03-q08,pat1-2564-03,mc,2,ข้อความ ก) และ ข) ถูกต้องเท่านั้น,🔴 ไม่เจอเลย,24,"งแล้วค่อยไปอ่านค่าในตารางอย่ารีบเปรียบเทียบค่าโดยไม่หาตำแหน่ง⚠️จุดที่เด็กมักผิด1""มากกว่า""ไม่รวม""เท่ากับ""—ข้อคอายุ15ไม่นับว่ามากกว่า152สับสนว่าความสูงในตารางเรียงจากมากไปน้อยอยู่แล้วแต่ต้องเรียงน้ำหนักใหม่เองก่อนหาตำแหน่ง"
pat1-2564-03-q11,pat1-2564-03,mc,3,ข้อความ ข) และ ค) ถูกต้องเท่านั้น,🔴 ไม่เจอเลย,30,"ช้ตรวจสัจนิรันดร์รูป""\to""ให้สมมติว่าเป็นเท็จหน้าTหลังFแล้วไล่ค่าถ้าขัดแย้งแสดงว่าเป็นเท็จไม่ได้จึงเป็นสัจนิรันดร์⚠️จุดที่เด็กมักผิด1ลืมเติม""ไม่""ที่ส่วนหลังเมื่อหานิเสธของ""ถ้า-แล้ว""2จำผิดว่า\sqrtx^2=xที่ถูกคือ\sqrtx^2=|x|"
