id,ชุด,type,correct,เหตุผล,ธง,บรรทัดคำตอบในเฉลย (200 ตัว)
gen-chap-05-function-q163,gen-chap-05-function,fill,$4 x^{2} - 4 x + 2$,ไม่พบค่า $4 x^{2} - 4 x + 2$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ g\circ h)(x)=4x^2-4x+2$
gen-chap-05-function-q168,gen-chap-05-function,fill,$2 x^{2} - 5 x + 3$,ไม่พบค่า $2 x^{2} - 5 x + 3$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=2x^2-5x+3$
gen-chap-05-function-q172,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ f)(12)=4$
gen-chap-05-function-q178,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{100}(3)=-\dfrac14$
gen-chap-05-function-q180,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{2570}(3)=-\dfrac13$
gen-chap-05-function-q185,gen-chap-05-function,fill,-1/6,ไม่พบค่า -1/6 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{5}(-1)=-\dfrac16$
gen-chap-05-function-q186,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{3}(\sqrt5)=\dfrac{\sqrt5}{4}$
gen-chap-05-function-q190,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{3}(2)=\dfrac{27}{23}$
gen-chap-05-function-q192,gen-chap-05-function,fill,2/x+3,ไม่พบค่า 2/x+3 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{-1}(x)=\dfrac{2}{x}+3$ (หรือ $\dfrac{3x+2}{x}$)
gen-chap-05-function-q195,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{-1}(4)=2$
gen-chap-05-function-q199,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\left(g\circ f\right)^{-1}(x)=2x-1$
gen-chap-05-function-q207,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\left(f\circ g\right)^{-1}(x)=\dfrac{x-1}{3}$
gen-chap-05-function-q208,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $g(x)=2x-2$
gen-chap-05-function-q212,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{-1}(4)=-9$
gen-chap-05-function-q213,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{-1}(5)=2$
gen-chap-05-function-q214,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $m=-1$
gen-chap-05-function-q216,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $k=-11$
gen-chap-05-function-q219,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ตัวเลือกที่มี $\dfrac{x-2}{3}$ (สำหรับ $x\le 2$) และ $\sqrt{x-2}$ (สำหรับ $x\gt 2$)
gen-chap-05-function-q223,gen-chap-05-function,fill,(x+20)/9,ไม่พบค่า (x+20)/9 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f^{-1}\circ f^{-1})(x)=\dfrac{x+20}{9}$
gen-chap-05-function-q224,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{-1}(0)=1$
gen-chap-05-function-q230,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $g(4)=1$
gen-chap-05-function-q231,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $g(6)=4$
gen-chap-05-function-q232,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $g(2)=-3$
gen-chap-05-function-q234,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $h^{-1}(9)=5$
gen-chap-05-function-q236,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ g)^{-1}(4)=\dfrac{1}{2}$
gen-chap-05-function-q240,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $a=3$
gen-chap-05-function-q242,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(5)=17$
gen-chap-05-function-q243,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(g\circ f)^{-1}(12)=2$
gen-chap-05-function-q250,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $a=4$
gen-chap-05-function-q253,gen-chap-05-function,fill,$3 \left(x - 1\right)^{2} - 2$,ไม่พบค่า $3 \left(x - 1\right)^{2} - 2$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $y=3(x-1)^2-2$ (หรือ $3x^2-6x+1$)
gen-chap-05-function-q261,gen-chap-05-function,fill,$5 - 4 \left(x - 3\right)^{2}$,ไม่พบค่า $5 - 4 \left(x - 3\right)^{2}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $y=-4(x-3)^2+5$ (หรือ $-4x^2+24x-31$)
gen-chap-05-function-q263,gen-chap-05-function,fill,$\sqrt{x+4}-1$,ไม่พบค่า $\sqrt{x+4}-1$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $g^{-1}(x)=\sqrt{x+4}-1$ (โดเมน $x\ge -4$)
gen-chap-05-function-q271,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(2)=-1$
gen-chap-05-function-q273,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(3)=27$
gen-chap-05-function-q277,gen-chap-05-function,fill,1-1/x,ไม่พบค่า 1-1/x ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=1-\dfrac{1}{x}=\dfrac{x-1}{x}$
gen-chap-05-function-q278,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(2)=0$
gen-chap-05-function-q280,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(1)=-4$
gen-chap-05-function-q284,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(3)+f(-3)=10$
gen-chap-05-function-q286,gen-chap-05-function,fill,$x^{2} + \frac{1}{x}$,ไม่พบค่า $x^{2} + \frac{1}{x}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=x^2+\dfrac{1}{x}=\dfrac{x^3+1}{x}$
gen-chap-05-function-q287,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $x=1$
gen-chap-05-function-q288,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f\left(\dfrac52\right)=10$
gen-chap-05-function-q289,gen-chap-05-function,fill,1/2,ไม่พบค่า 1/2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f\left(-\dfrac12\right)=\dfrac12$
gen-chap-05-function-q290,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(f(2))=14$
gen-chap-05-function-q292,gen-chap-05-function,fill,$2 x^{2} + 4$,ไม่พบค่า $2 x^{2} + 4$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $E(x)=2x^2+4$
gen-chap-05-function-q296,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $a+b=2$
gen-chap-05-function-q308,gen-chap-05-function,fill,-1/4,ไม่พบค่า -1/4 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(1)=-\dfrac14$
gen-chap-05-function-q309,gen-chap-05-function,fill,$\frac{x}{x^{2} - 4}$,ไม่พบค่า $\frac{x}{x^{2} - 4}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $O(x)=\dfrac{x}{x^2-4}$
gen-chap-05-function-q311,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ g)(2)=10$
gen-chap-05-function-q314,gen-chap-05-function,fill,$x^{2} + 2 x$,ไม่พบค่า $x^{2} + 2 x$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=x^{2}+2x$
gen-chap-05-function-q316,gen-chap-05-function,fill,$\left(x - 3\right)^{2} + 2$,ไม่พบค่า $\left(x - 3\right)^{2} + 2$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,"✅ คำตอบ: $f^{-1}(x)=(x-3)^{2}+2,\ x\ge 3$"
gen-chap-05-function-q317,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ g)^{-1}(x)=\dfrac{x+10}{3}$
gen-chap-05-function-q318,gen-chap-05-function,fill,$x^{2} + 2 x$,ไม่พบค่า $x^{2} + 2 x$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $g(x)=x^{2}+2x$
gen-chap-05-function-q319,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ g\circ h)(x)=\sqrt{x^{2}+7}$
gen-chap-05-function-q325,gen-chap-05-function,fill,$x^{2} + x + 3$,ไม่พบค่า $x^{2} + x + 3$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=x^{2}+x+3$
gen-chap-05-function-q326,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ g)^{-1}(x)=\dfrac{3x-2}{x-1}$
gen-chap-05-function-q329,gen-chap-05-function,fill,(x-2)/2,ไม่พบค่า (x-2)/2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $g(x)=\dfrac{x-2}{2}$
gen-chap-05-function-q339,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{(2571)}(2)=\dfrac{1}{3}$
gen-chap-05-function-q341,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(9)=513$
gen-chap-05-function-q343,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ผลบวกคำตอบ $=-2$
gen-chap-05-function-q346,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(2)=-1$
gen-chap-05-function-q348,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $F(2)=1$
gen-chap-05-function-q350,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(2)=\dfrac{7}{6}$
gen-chap-05-function-q359,gen-chap-05-function,fill,1/3,ไม่พบค่า 1/3 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{[8]}(1)=\dfrac13$
gen-chap-05-function-q363,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $g(2)=1$
gen-chap-05-function-q364,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(2)=-\dfrac23$
gen-chap-05-function-q365,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ผลบวก $=2$
gen-chap-05-function-q369,gen-chap-05-function,fill,(x+5)/2,ไม่พบค่า (x+5)/2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ g)^{-1}(x)=\dfrac{x+5}{2}$
gen-chap-05-function-q370,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=2x-3$
gen-chap-05-function-q371,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ: เรนจ์ $=\{-1,0,3\}$"
gen-chap-05-function-q377,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ: เรนจ์ $=[-1,\infty)$"
gen-chap-05-function-q382,gen-chap-05-function,fill,$x^{2} + 2 x + 1$,ไม่พบค่า $x^{2} + 2 x + 1$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=x^2+2x+1$
gen-chap-05-function-q383,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ค่าสูงสุด $=9$
gen-chap-05-function-q385,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $g(2)=-10$
gen-chap-05-function-q388,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $a=3$
gen-chap-05-function-q391,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(g\circ f)(2)=17$
gen-chap-05-function-q392,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $E(x)=-5x^2-1$
gen-chap-05-function-q393,gen-chap-05-function,fill,(x-3)/2,ไม่พบค่า (x-3)/2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{-1}(x)=\dfrac{x-3}{2}$
gen-chap-05-function-q395,gen-chap-05-function,fill,$3 x - 1$,ไม่พบค่า $3 x - 1$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=3x-1$
gen-chap-05-function-q396,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{6}(1)=253$
gen-chap-05-function-q397,gen-chap-05-function,fill,$\frac{3 x - 11}{x - 4}$,ไม่พบค่า $\frac{3 x - 11}{x - 4}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $g^{-1}(x)=\dfrac{3x-11}{x-4}$
gen-chap-05-function-q400,gen-chap-05-function,fill,$- x^{2} + \frac{2}{x^{2}}$,ไม่พบค่า $- x^{2} + \frac{2}{x^{2}}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=-x^2+\dfrac{2}{x^2}$
gen-chap-07-trigonometry-q088,gen-chap-07-trigonometry,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,• ถ้าทำโจทย์แบบนี้บ่อย ให้เก็บผลทั่วไปไว้ใช้ตรวจคำตอบ : เส้นแบ่งครึ่งมุม $A$ ในสามเหลี่ยมที่มีด้านประกบยาว $b$ กับ $c$ จะยาว $\dfrac{2bc\cos\dfrac{A}{2}}{b + c}$ ข้อนี้แทนค่าได้ $\dfrac{2(15)(10)\left
gen-chap-07-trigonometry-q095,gen-chap-07-trigonometry,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,• เช็คด้วยสามัญสำนึกก่อนวงคำตอบ : มุม $\dfrac{5\pi}{9}$ เรเดียน มีค่าประมาณ $1.75$ ซึ่งมากกว่า $1$ เรเดียนอยู่พอควร ส่วนโค้งจึงต้องยาวกว่ารัศมีประมาณ $1.75$ เท่า ลองคูณดู $6 \times 1.75$ ได้ประมาณ $10
gen-chap-07-trigonometry-q128,gen-chap-07-trigonometry,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,• ใช้ขอบเขตเป็นตะแกรงกรองก่อนวงคำตอบ : สำหรับมุมแหลม $\sec$ และ $\csc$ ต่างก็ไม่น้อยกว่า $1$ ⇒ ผลบวกของทั้งคู่ต้องไม่น้อยกว่า $2$ · ค่าใดที่ต่ำกว่า $2$ ตัดทิ้งได้เลยโดยไม่ต้องคำนวณ เทคนิคนี้ตัดค่าที่ผ
gen-chap-07-trigonometry-q138,gen-chap-07-trigonometry,fill,-48/7,ไม่พบค่า -48/7 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ ค่าของนิพจน์ที่โจทย์ถามเท่ากับ $-\dfrac{48}{7}$
gen-chap-07-trigonometry-q142,gen-chap-07-trigonometry,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,• ตรวจความสมเหตุสมผลอย่างเร็วก่อนวงคำตอบ : เมื่อ $\tan\theta = 4$ ถือว่าใหญ่พอสมควร พจน์ที่มี $\sin\theta$ จะเด่นกว่าพจน์ที่มี $\cos\theta$ ⇒ ค่าของนิพจน์ควรใกล้ ๆ $\dfrac{3\sin\theta}{\sin\theta} = 3
gen-chap-07-trigonometry-q155,gen-chap-07-trigonometry,fill,-64/289,ไม่พบค่า -64/289 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ ผลคูณของพิกัดที่หนึ่งของจุด $A$ กับพิกัดที่หนึ่งของจุด $B$ เท่ากับ $-\dfrac{64}{289}$ ซึ่งเป็นผลคูณของพิกัดสองจำนวนบนวงกลมหนึ่งหน่วย จึงเป็นจำนวนล้วนที่ไม่มีหน่วย
gen-chap-07-trigonometry-q167,gen-chap-07-trigonometry,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,• ด่านตรวจเร็วหลังได้คำตอบ : ถ้าสมการแยกได้เป็นผลคูณของตัวประกอบสองตัว ให้นับว่าแต่ละตัวประกอบให้รากกี่ตัวในหนึ่งรอบแล้วบวกกัน
gen-chap-07-trigonometry-q187,gen-chap-07-trigonometry,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\sin\left(\theta+\dfrac{\pi}{3}\right) = \dfrac{15}{34} - \dfrac{4\sqrt{3}}{17}$
gen-chap-07-trigonometry-q188,gen-chap-07-trigonometry,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\sin 2\theta = -\dfrac{120}{169}$
gen-chap-07-trigonometry-q190,gen-chap-07-trigonometry,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\arccos\left(\cos\dfrac{7\pi}{6}\right) = \dfrac{5\pi}{6}$
gen-chap-07-trigonometry-q197,gen-chap-07-trigonometry,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\cos 2\theta = \dfrac{7}{9}$
gen-chap-07-trigonometry-q201,gen-chap-07-trigonometry,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\sec\theta + \tan\theta = \dfrac{1}{3}$
gen-chap-07-trigonometry-q205,gen-chap-07-trigonometry,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\theta = \dfrac{2\pi}{3}$
gen-chap-07-trigonometry-q219,gen-chap-07-trigonometry,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $BC = 14$ หน่วย
gen-chap-07-trigonometry-q222,gen-chap-07-trigonometry,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\cos 2\theta = \dfrac{7}{25}$
gen-chap-07-trigonometry-q226,gen-chap-07-trigonometry,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\theta = \dfrac{\pi}{4}$
gen-chap-07-trigonometry-q233,gen-chap-07-trigonometry,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\tan\theta - \cot\theta = -2\sqrt{3}$
gen-chap-07-trigonometry-q241,gen-chap-07-trigonometry,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\cos\dfrac{\pi}{8} = \dfrac{\sqrt{2+\sqrt{2}}}{2}$
gen-chap-07-trigonometry-q244,gen-chap-07-trigonometry,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\tan\dfrac{\theta}{2} = \dfrac{1}{2}$
gen-chap-12-probability-rv002,gen-chap-12-probability,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $k = 0.6$
gen-chap-12-probability-rv003,gen-chap-12-probability,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $k = 0.4$
gen-chap-12-probability-rv005,gen-chap-12-probability,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $k = 0.4$
gen-chap-12-probability-rv006,gen-chap-12-probability,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $k = 0.6$
gen-chap-12-probability-rv008,gen-chap-12-probability,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $k = 0.3$
gen-chap-12-probability-rv009,gen-chap-12-probability,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $k = 0.5$
gen-chap-12-probability-rv075,gen-chap-12-probability,fill,"a=2, b=3","ไม่พบค่า a=2, b=3 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ $a=2,\ b=3$"
gen-chap-12-probability-rv077,gen-chap-12-probability,fill,"a=2, b=4","ไม่พบค่า a=2, b=4 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ $a=2,\ b=4$"
gen-chap-12-probability-rv097,gen-chap-12-probability,fill,"n=10, p=0.4","ไม่พบค่า n=10, p=0.4 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ $n=10,\ p=0.4$"
gen-chap-12-probability-rv098,gen-chap-12-probability,fill,"n=8, p=0.5","ไม่พบค่า n=8, p=0.5 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ $n=8,\ p=0.5$"
gen-chap-12-probability-rv099,gen-chap-12-probability,fill,"n=20, p=0.2","ไม่พบค่า n=20, p=0.2 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ $n=20,\ p=0.2$"
gen-chap-12-probability-rv100,gen-chap-12-probability,fill,"n=12, p=0.25","ไม่พบค่า n=12, p=0.25 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ $n=12,\ p=0.25$"
gen-chap-18-interest-and-value-of-money-q01,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q02,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q03,gen-chap-18-interest-and-value-of-money,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q04,gen-chap-18-interest-and-value-of-money,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q05,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q06,gen-chap-18-interest-and-value-of-money,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q07,gen-chap-18-interest-and-value-of-money,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ
gen-chap-18-interest-and-value-of-money-q08,gen-chap-18-interest-and-value-of-money,fill,12,ไม่พบค่า 12 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ
