id,ชุด,ชนิด,มีตาราง,มีรูป,correct,หัวโจทย์ 110 ตัวอักษร
pat1-2561-02-q09,pat1-2561-02,mc,,มี,3,ให้ $a$ เป็นจำนวนจริงที่สอดคล้องกับอสมการ $\log_3(5(6^a) - 2^{2a+1}) > 2a + 1$ ข้อใดต่อไปนี้ถูกต้อง
pat1-2561-02-q12,pat1-2561-02,mc,,มี,1,กำหนดให้ $a$ และ $b$ เป็นจำนวนจริงบวก และให้ $P = ax + by$ เป็นฟังก์ชันจุดประสงค์ ภายใต้อสมการข้อจำกัดต่อไปนี้
pat1-2561-02-q17,pat1-2561-02,mc,,มี,3,"ให้จุด $A$ เป็นจุดบนเส้นตรง $3x + y + 4 = 0$ โดยที่จุด $A$ ห่างจากจุด $(-5, 6)$ และจุด $(3, 2)$ เป็นระยะเท่ากั"
pat1-2561-02-q20,pat1-2561-02,mc,,มี,0,"กำหนดตารางแสดงพื้นที่ใต้เส้นโค้งปกติมาตรฐานระหว่าง 0 ถึง $z$ ดังนี้ เมื่อ $z = 0.35,\ 0.5,\ 0.85,\ 1.00,\ 1.20"
pat1-2561-02-q21,pat1-2561-02,mc,,มี,4,"กำหนดข้อมูล $x_1, x_2, x_3, x_4$ โดยที่ $0 < x_1 \le x_2 \le x_3 \le x_4$ ถ้าข้อมูลชุดนี้มีค่าเฉลี่ยเลขคณิตเท่"
pat1-2561-02-q23,pat1-2561-02,mc,,มี,0,"ให้ $H$ เป็นไฮเพอร์โบลาที่มีแกนสังยุคอยู่บนเส้นตรง $x = 1$ และมีจุดยอดจุดหนึ่งอยู่ที่ $(0, 2)$ ถ้า $H$ ผ่านจุด"
pat1-2561-02-q25,pat1-2561-02,mc,,มี,2,"กำหนดให้ $\mathcal{U} = \{ -5, -4, 0, 1, 2, 3, 4 \}$ $A = \{\, x \in \mathcal{U} \mid 2x - 1 \notin \mathcal{U"
pat1-2561-02-q30,pat1-2561-02,mc,,มี,0,"ให้ $R$ แทนเซตของจำนวนจริง และให้ $r = \{\, (x, y) \in R \times R \mid y < x - 2 \,\}$ พิจารณาข้อความต่อไปนี้ "
pat1-2562-02-q03,pat1-2562-02,mc,,มี,4,ให้ $A$ เป็นเซตของจำนวนเต็มทั้งหมดที่สอดคล้องกับอสมการ $|x^2 - 2x| - x \le 4$ จำนวนสมาชิกของเพาเวอร์เซตของ $A$
pat1-2562-02-q04,pat1-2562-02,mc,,มี,4,เซตคำตอบของอสมการ $2^{2x+1} + 3^{2x+1} \le 5(6^x)$ เป็นสับเซตของช่วงในข้อใดต่อไปนี้
pat1-2562-02-q08,pat1-2562-02,mc,,มี,1,ให้พาราโบลารูปหนึ่งมีสมการ $y = x^2 + 1$ สร้างรูปสามเหลี่ยม $ABC$ โดยที่จุด $A$ เป็นจุดยอดของพาราโบลา จุด $B(x
pat1-2562-02-q10,pat1-2562-02,mc,,มี,2,"ให้ $y = f(x)$ เป็นเส้นโค้งผ่านจุด $(0, 1)$ และจุด $(1, 1)$ และเส้นสัมผัสของเส้นโค้งที่จุด $(x, y)$ ใดๆ มีความ"
pat1-2562-02-q14,pat1-2562-02,mc,,มี,2,วงกลมวงหนึ่งมีสมการเป็น $x^2 + y^2 - 4x - 2y + 1 = 0$ และสัมผัสกับแกน $y$ ที่จุด $P$ ให้ $L$ เป็นเส้นตรงผ่านจุ
pat1-2562-02-q15,pat1-2562-02,mc,,มี,3,กำหนดให้ $ABC$ เป็นรูปสามเหลี่ยม โดยที่มีความยาวของด้านตรงข้ามมุม $A$ มุม $B$ และมุม $C$ เท่ากับ $a$ หน่วย $b$
pat1-2562-02-q16,pat1-2562-02,mc,,มี,4,กำหนดให้ $H$ เป็นไฮเพอร์โบลา ซึ่งมีสมการเป็น $x^2 - 3y^2 - 3 = 0$ และให้ $F$ เป็นโฟกัสของไฮเพอร์โบลา $H$ ที่อย
pat1-2562-02-q18,pat1-2562-02,mc,,มี,4,"ให้ $n(S)$ แทนจำนวนสมาชิกของเซต $S$ ถ้า $A, B$ และ $C$ เป็นเซต โดยที่ $n(A) = 10$, $n(A \cap B) = 4$, $n(A \ca"
pat1-2562-02-q19,pat1-2562-02,mc,,มี,1,"ให้ $\vec{a}, \vec{b}$ และ $\vec{c}$ เป็นเวกเตอร์บนระนาบ โดยที่ $\vec{a} + \vec{b} + \vec{c} = \vec{0}$ และมุม"
pat1-2562-02-q20,pat1-2562-02,mc,,มี,3,ให้ $z$ เป็นจำนวนเชิงซ้อน โดยที่ $|z - 2 + i| = |z + 2 - 2i|$ และ $|z + 1| = |z + i|$ เมื่อ $|z|$ แทนค่าสัมบูร
pat1-2562-02-q22,pat1-2562-02,mc,,มี,1,"กำหนดให้ $f(x)$ เป็นพหุนามกำลังสองซึ่งมีสัมประสิทธิ์เป็นจำนวนจริง ถ้าเส้นโค้ง $y = f(x)$ ผ่านจุด $(2, 2)$ และม"
pat1-2562-02-q23,pat1-2562-02,mc,,มี,3,ให้ $\bar{a}$ และ $\bar{b}$ เป็นเวกเตอร์หนึ่งหน่วย ถ้า $\bar{a} + \bar{b}$ เป็นเวกเตอร์หนึ่งหน่วย แล้วขนาดของเ
pat1-2562-02-q26,pat1-2562-02,mc,,มี,0,ให้ $\mathbb{R}$ แทนเซตของจำนวนจริง ให้ $f : \mathbb{R} \to \mathbb{R}$ เป็นฟังก์ชันที่มีอนุพันธ์และสอดคล้องกั
pat1-2562-02-q28,pat1-2562-02,mc,,มี,3,กำหนดตารางแสดงพื้นที่ใต้เส้นโค้งปกติมาตรฐานระหว่าง $0$ ถึง $z$ ดังนี้ $\begin{array}{|c|c|c|c|c|c|} \hline z &
pat1-2562-02-q29,pat1-2562-02,mc,,มี,2,กำหนดให้สมการจุดประสงค์ $P = ax + by$ เมื่อ $0 < a < b \le 2a$ และมีอสมการข้อจำกัดดังนี้ $x + 3y \le 12$ $x + 
pat1-2562-02-q34,pat1-2562-02,fill,,มี,20,กำหนดให้ $ABC$ เป็นรูปสามเหลี่ยมมุมฉาก โดยที่มุม $C$ เป็นมุมฉาก และมุม $A$ สอดคล้องกับสมการ $2\cos 2A - 8\sin 
pat1-2562-02-q35,pat1-2562-02,fill,,มี,24,"กำหนดให้ $U = \{1, 2, 3, \ldots, 10\}$ และให้ $A$ และ $B$ เป็นสับเซตของ $U$ โดยที่ $A \cap B = \{1, 9\}$, $(A "
pat1-2563-02-q03,pat1-2563-02,mc,,มี,4,"ให้ $A, B$ และ $C$ เป็นเซตใด ๆ พิจารณาข้อความต่อไปนี้ (ก) ถ้า $B \cap C = \varnothing$ และ $A \subset (B \cup "
pat1-2563-02-q04,pat1-2563-02,mc,,มี,1,"ให้ $A = \{-3, -2, -1, 0, 1, 2, 3\}$ และ $r = \{ (x, y) \in A \times A \mid y = |x| - 2 \}$ ให้ $D_r$ และ $R_r"
pat1-2563-02-q05,pat1-2563-02,mc,,มี,1,"ให้ $n(S)$ แทนจำนวนสมาชิกของเซต $S$ ถ้า $A, B$ และ $C$ เป็นเซต โดยที่ $n(A) + n(B) + n(C) = 199$, $n(A \cup B "
pat1-2563-02-q10,pat1-2563-02,mc,,มี,3,กำหนดให้ฟังก์ชันจุดประสงค์ $P = 4x + y$ และอสมการข้อจำกัดดังนี้ $x + ay \le 3$ เมื่อ $a$ เป็นจำนวนจริงบวก $3x 
pat1-2563-02-q13,pat1-2563-02,mc,,มี,2,"ข้อมูลชุดหนึ่งมี 6 จำนวน จัดเรียงข้อมูลจากน้อยไปมากดังนี้ $a, 5, 7, b, 11, c$ เมื่อ $a, b$ และ $c$ เป็นจำนวนจร"
pat1-2563-02-q17,pat1-2563-02,mc,,มี,3,ให้ $a$ และ $b$ เป็นจำนวนจริงที่ไม่เท่ากับศูนย์ และให้ $f(x) = ax^2 + bx + 1$ สำหรับทุกจำนวนจริง $x$ และ $f(-1
pat1-2563-02-q20,pat1-2563-02,mc,,มี,0,"ให้ $L$ เป็นเส้นตรงซึ่งจุดทุกจุดบนเส้นตรง $L$ อยู่ห่างจากจุด $(-1, -1)$ และจุด $(7, 5)$ เป็นระยะทางเท่ากัน ระย"
pat1-2563-02-q23,pat1-2563-02,mc,,มี,2,ถ้า $A$ เป็นเซตคำตอบของอสมการ $x + \dfrac{1}{x} \ge 0$ และ $B$ เป็นเซตคำตอบของอสมการ $2x^2 - 3x \ge 7x - 12$ แ
pat1-2563-02-q24,pat1-2563-02,mc,,มี,3,ถ้า $A$ เป็นเซตคำตอบของ $|3 - 2x - x^2| = x^2 + 2x - 3$ และ $B$ เป็นเซตคำตอบของ $|x^2 + x| \le 12$ แล้วเซต $A 
pat1-2563-02-q25,pat1-2563-02,mc,,มี,3,ให้ $\bar{z}$ แทนสังยุค (conjugate) ของจำนวนเชิงซ้อน $z$ และ $i^2 = -1$ ถ้า $z - (1 + i)$ เป็นจำนวนจินตภาพแท้ 
pat1-2563-02-q33,pat1-2563-02,mc,,มี,0,กำหนดให้ $f$ เป็นฟังก์ชันต่อเนื่องบนเซตของจำนวนจริง โดยที่ $f'(x) = \begin{cases} x & \text{เมื่อ } x < 1 \\ x
pat1-2563-02-q35,pat1-2563-02,mc,,มี,1,โรงงานผลิตสินค้าแห่งหนึ่งสำรวจยอดขายสินค้าและจำนวนสินค้าที่ผลิตในแต่ละเดือนของปีหนึ่ง (12 เดือน) โดยให้ $x$ คื
pat1-2563-02-q37,pat1-2563-02,fill,,มี,,ให้ $\sec A = -\dfrac{5}{3}$ และ $\sin A > 0$ เมื่อ $0 < A < 2\pi$ ค่าของ $\dfrac{5\sin A + \cot A}{1 + \cot A
pat1-2563-02-q41,pat1-2563-02,fill,,มี,,ให้ $c$ เป็นจำนวนจริง และให้ $f(x) = -x^3 - 12x^2 - 45x + c$ สำหรับทุกจำนวนจริง $x$ ถ้าค่าสูงสุดสัมพัทธ์ของ $f
pat1-2563-02-q42,pat1-2563-02,fill,,มี,,กำหนดให้ $F_1$ และ $F_2$ เป็นโฟกัสของไฮเพอร์โบลารูปหนึ่ง ซึ่งมีสมการเป็น $5x^2 - 4y^2 - 10x - 16y = 31$ ถ้า $a
pat1-2563-02-q45,pat1-2563-02,fill,,มี,,"กำหนดตารางแสดงพื้นที่ใต้เส้นโค้งปกติมาตรฐานระหว่าง $0$ ถึง $z$ ดังนี้ ที่ $z = 0.7$ พื้นที่ $= 0.2580$, ที่ $z"
pat1-2564-03-q02,pat1-2564-03,mc,,มี,0,กำหนดให้ $n$ เป็นจำนวนเต็มบวก เซตของจำนวนจริง $x$ ทั้งหมดที่ทำให้ $(x+3)^2+(x+3)^4+(x+3)^6+\cdots+(x+3)^{2n}+\
pat1-2564-03-q09,pat1-2564-03,mc,,มี,3,"กำหนดพาราโบลามีโฟกัสอยู่ที่จุด $(8,1)$ และ $x=10$ เป็นเส้นไดเรกตริกซ์ ให้ $P_1$ และ $P_2$ เป็นจุดตัดของพาราโบล"
pat1-2564-03-q10,pat1-2564-03,mc,,มี,4,เทศบาลแห่งหนึ่งออกแบบสะพานข้ามแม่น้ำให้มีราวเหล็กโค้งเป็นรูปพาราโบลา เชื่อมต่อระหว่างเสาของสะพานสองต้น เสาแต่ล
pat1-2564-03-q16,pat1-2564-03,mc,,มี,1,กำหนดให้ $f(x)=\dfrac{1}{2}\cos\left(\dfrac{\pi x}{2}\right)$ และ $g(x)=2\sin(2x)$ พิจารณาข้อความต่อไปนี้ ก) ฟ
pat1-2564-03-q17,pat1-2564-03,mc,,มี,4,เครื่องเล่นชิ้นหนึ่งประกอบด้วยกระดานลื่นและตาข่ายปีนป่าย โดยกระดานลื่น $\overline{AB}$ ยาว 1.5 เมตร ทำมุม 15 อ
pat1-2564-03-q21,pat1-2564-03,mc,,มี,1,กำหนดให้รูปสามเหลี่ยม $ABC$ มีมุม $B$ เป็นมุมฉาก และ $\overline{BD}$ ตั้งฉากกับ $\overline{AC}$ (จุด $D$ อยู่บ
pat1-2564-03-q22,pat1-2564-03,mc,,มี,1,ตึกหนึ่งและตึกสองตั้งอยู่บนพื้นราบในแนวเส้นตรงเดียวกัน โดยตึกสองสูงกว่าตึกหนึ่ง และมีแนวรั้วกั้นระหว่างตึกทั้ง
pat1-2564-03-q24,pat1-2564-03,mc,,มี,4,"กำหนดให้ $f$ เป็นฟังก์ชันต่อเนื่องบนช่วงเปิด $(0,6)$ และกราฟของ $f'$ (อนุพันธ์ของ $f$) มีลักษณะดังนี้: บนช่วง "
pat1-2564-03-q25,pat1-2564-03,mc,,มี,2,"กำหนดให้ $f(x)=\dfrac{1}{60}x(x^2-49)$ เมื่อ $x$ เป็นจำนวนจริง และให้ $A$, $B$ และ $C$ เป็นพื้นที่ของบริเวณที่"
pat1-2564-03-q30,pat1-2564-03,mc,,มี,1,ร้านขายขนมปังแห่งหนึ่ง สามารถผลิตขนมปังได้ไม่เกินวันละ 60 ก้อน โดยมีต้นทุนการผลิตขนมปังก้อนละ 20 บาท และมีค่าใ
pat1-2564-03-q32,pat1-2564-03,mc,,มี,2,"(สถานการณ์ข้อ 32–33) กำหนดทรงกลมรัศมียาว 9 หน่วย มีจุดศูนย์กลางอยู่ที่จุด $O(0,0,0)$ จุด $P_1, P_2$ และ $P_3$ "
pat1-2564-03-q33,pat1-2564-03,mc,,มี,3,"(สถานการณ์ข้อ 32–33 ใช้เวกเตอร์บนทรงกลมรัศมี 9 หน่วยที่มีจุดศูนย์กลาง $O(0,0,0)$ โดย $\overline{OP_1}=\begin{b"
pat1-2564-03-q36,pat1-2564-03,fill,,มี,,โรงเรียนแห่งหนึ่งสำรวจความชอบของนักเรียนที่เข้าร่วมกิจกรรมค่าย ซึ่งประกอบด้วยฐานวิทยาศาสตร์และฐานคณิตศาสตร์ พบ
pat1-2564-03-q39,pat1-2564-03,fill,,มี,,"กำหนดให้ $P(8,-7)$ เป็นจุดบนเส้นตรง $l_1$ ซึ่งมีสมการเป็น $x+y=1$ $l_2$ เป็นเส้นตรงซึ่งมีสมการเป็น $-x+y=1$ แล"
pat1-2564-03-q40,pat1-2564-03,fill,,มี,,"จากการสำรวจความสูงของนักเรียน 1,000 คน พบว่า ความสูงของนักเรียนมีการแจกแจงปกติที่มีค่าเฉลี่ยเท่ากับ 160 เซนติเ"
pat1-2564-03-q41,pat1-2564-03,fill,,มี,,ในช่วงเทศกาลวันปีใหม่ ร้านเบเกอรีแห่งหนึ่งผลิตเค้กสูตรพิเศษที่มีข้อจำกัดในการผลิต จึงจะผลิตตามสั่งได้ไม่เกิน 1
pat1-2564-03-q44,pat1-2564-03,fill,,มี,,"กำหนดให้ $A$ เป็นเซตของจำนวนเชิงซ้อนทั้งหมดที่สอดคล้องกับ $|z-2+i|=|3-4i|$ และ $B=\{\,|z-8-7i|\ :\ z\in A\,\}$"
pat1-2564-03-q45,pat1-2564-03,fill,,มี,,กำหนดให้ $f$ เป็นฟังก์ชัน โดยที่ $f(x)=\begin{cases}x+5 & \text{เมื่อ } x > a\\x+1 & \text{เมื่อ } x\le a\end{
pat1-2565-03-q01,pat1-2565-03,mc,,มี,1,"ให้ $A = \{\, x \in \mathbb{R} \mid \dfrac{1}{5}|x-3| < 1 \,\}$ และ $B = \{\, x \in \mathbb{R} \mid -3 < x \le"
pat1-2565-03-q06,pat1-2565-03,mc,,มี,1,"ถ้า $A = \{\, x \in \mathbb{R} \mid \left| \dfrac{2-x}{x+3} \right| < 3 \,\}$ แล้วเซต $\mathbb{Z} - A$ มีสมาชิ"
pat1-2565-03-q07,pat1-2565-03,mc,,มี,1,ให้ $f$ และ $g$ เป็นฟังก์ชันที่มีโดเมนเป็นสับเซตของจำนวนจริง โดยที่ $f(x) = \sqrt{1 + x^2}$ และ $g(x) = \sqrt{
pat1-2565-03-q08,pat1-2565-03,mc,,มี,4,ให้ $f(t) = c\left(\dfrac{1}{2}\right)^{\frac{t}{4}}$ แทนปริมาณคาเฟอีนในเลือดของคน (มิลลิกรัมต่อลิตร) เมื่อดื่
pat1-2565-03-q09,pat1-2565-03,mc,,มี,2,"ถ้า $a$ เป็นจำนวนจุดตัดของกราฟ $y = 3\cos x + 3$ กับกราฟ $y = 1$ บนช่วง $[0, 2\pi)$ $b$ เป็นจำนวนจุดตัดของกราฟ"
pat1-2565-03-q10,pat1-2565-03,mc,,มี,0,"ให้จุด $P_1$ และ $P_2$ เป็นจุดบนวงกลมหนึ่งหน่วย โดยที่จุด $P_1$ มีพิกัดเป็น $(1, 0)$ และส่วนโค้ง $P_1 P_2$ ยาว"
pat1-2565-03-q11,pat1-2565-03,mc,,มี,4,เจตออกแบบการติดตั้งแผงโซลาร์เซลล์รูปสี่เหลี่ยมจัตุรัสที่แต่ละด้านยาว 1 เมตร บนหลังคาบ้าน โดยมีขาตั้งที่ปลายด้า
pat1-2565-03-q16,pat1-2565-03,mc,มี,,3,"ในวันที่ 1 มกราคม 2565 ต้นน้ำฝากเงิน 10,000 บาท เข้าบัญชีธนาคารได้รับอัตราดอกเบี้ย 4% ต่อปี โดยคิดดอกเบี้ยแบบท"
pat1-2565-03-q17,pat1-2565-03,mc,มี,มี,2,สนามแห่งหนึ่งวางหมุดเป็นตารางจุด 100 จุด แต่ละหมุดที่ติดกันแนวตั้งและแนวนอนห่างกัน 1 เมตร ดังรูป แก้มปักเสา 3 
pat1-2565-03-q18,pat1-2565-03,mc,,มี,4,กราฟแสดงจำนวนเชิงซ้อน $z$ ทั้งหมดที่ส่วนจริงของ $(\bar{z} + 6i)(\bar{z} - 4)$ เท่ากับ 0 เป็นกราฟชนิดใดในระนาบเ
pat1-2565-03-q19,pat1-2565-03,mc,,มี,4,"วางหุ่นยนต์จิ๋วไว้ที่จุด $A(4, 5)$ สร้างรูปสี่เหลี่ยม $B$ ที่มีจุดยอด $(1,5), (5,6), (5,8), (3,9)$ และรูปสามเห"
pat1-2565-03-q22,pat1-2565-03,mc,มี,มี,0,จากการสำรวจนักเรียน ม.6 จำนวน 27 คน ที่สมัครสอบ PAT ปีการศึกษา 2564 มีรายละเอียดจำนวนวิชาที่สมัครสอบดังตาราง แ
pat1-2565-03-q24,pat1-2565-03,mc,,มี,1,กำหนดกราฟของฟังก์ชัน $f$ ดังรูป ข้อใด<b>ไม่</b>ถูกต้อง
pat1-2565-03-q25,pat1-2565-03,mc,,มี,4,ให้ $f(x) = 8 - x^2$ และ $g(x) = x^2$ สำหรับทุกจำนวนจริง $x$ กราฟของ $f$ และ $g$ ตัดกันดังรูป ส่วนที่แรเงา (ใน
pat1-2565-03-q27,pat1-2565-03,mc,,มี,0,ร้านอิ่มใจและร้านพอใจซื้อปากกาแพ็กสุดคุ้ม (ราคาแพ็กละ 60 บาท) มาขายต่อ โดยแต่ละร้านซื้ออย่างน้อย 10 แพ็ก แต่ไม
pat1-2565-03-q28,pat1-2565-03,mc,มี,มี,2,ในเมืองหนึ่งมีบริษัทแท็กซี่ 2 บริษัท เก็บค่าโดยสารตามตาราง พิจารณาข้อความ ก) ให้ $x$ เป็นระยะทาง (กม.) ฟังก์ชั
pat1-2565-03-q30,pat1-2565-03,mc,,มี,0,"ให้วงรี $E$ มี $F_1$ และ $F_2$ เป็นจุดโฟกัส, วงกลม $C$ มีจุดศูนย์กลางที่ $F_1$, และวงกลม $D$ มีจุดศูนย์กลางบนว"
pat1-2565-03-q31,pat1-2565-03,mc,,มี,2,สร้างระบบพิกัดฉากสองมิติให้จุดศูนย์กลางของวงกลม $C$ อยู่ที่จุดกำเนิด และโฟกัสทั้งสองของวงรี $E$ อยู่บนแกน $X$ 
pat1-2565-03-q34,pat1-2565-03,mc,มี,มี,0,ความสูงของต้นมะค่าโมงมีการแจกแจงปกติ ค่าเฉลี่ย 15 เมตร ส่วนเบี่ยงเบนมาตรฐาน 5 เมตร (ใช้ตารางพื้นที่ใต้เส้นโค้ง
pat1-2565-03-q35,pat1-2565-03,mc,มี,มี,3,ความยาวเส้นผ่านศูนย์กลางของต้นมะค่าโมงมีการแจกแจงปกติ ส่วนเบี่ยงเบนมาตรฐาน 5 เซนติเมตร (ใช้ตารางพื้นที่ใต้เส้น
pat1-2565-03-q36,pat1-2565-03,fill,,มี,51,"สำรวจการลงทะเบียนเรียนวิชาภาษาต่างประเทศของนักศึกษา 180 คน ได้จำนวนผู้ลงแต่ละวิชาตามแผนภูมิแท่ง (จีน 56, อังกฤ"
pat1-2565-03-q37,pat1-2565-03,fill,,มี,5,"กำหนดกราฟของ $f(x) = \log_2 x + \log_{\frac{1}{5}} a$ เมื่อ $a$ เป็นจำนวนจริงบวก ดังรูป (กราฟผ่านจุด $(2, 0)$)"
pat1-2565-03-q38,pat1-2565-03,fill,,มี,17,ติดตั้งกล้องวงจรปิดที่บันทึกภาพได้ไม่เกิน 60 องศากับเส้นที่ตั้งฉากกับพื้นที่จุด $P$ (กล้องอยู่สูงจาก $P$ 5 เมต
pat1-2565-03-q42,pat1-2565-03,fill,,มี,0.1,จากข้อมูลผู้ป่วยไข้หวัดใหญ่ของโรงพยาบาลแห่งหนึ่งในเดือนตุลาคม พ.ศ. 2564 พบว่า • ความน่าจะเป็นที่ผู้ป่วยไม่มีโร
pat1-2565-03-q43,pat1-2565-03,fill,,มี,36,"ร้านหนึ่งทำซาลาเปาไส้ใหม่ 3 ไส้ (ไข่เค็มลาวา, ช็อกโกแลตลาวา, ผักรวมมิตร) สำรวจความชอบของลูกค้า 3 วัน โดยให้เลื"
pat1-2565-03-q44,pat1-2565-03,fill,,มี,2,ให้จุด $A$ และ $B$ เป็นจุดบนพาราโบลา $9x^2 + 10y = 81$ ถ้าเส้นสัมผัสพาราโบลาที่จุด $A$ และเส้นสัมผัสที่จุด $B$
pat1-2565-03-q45,pat1-2565-03,fill,,มี,18,"ให้ $a$ เป็นจำนวนจริงบวก ถ้าบริเวณที่ปิดล้อมด้วยเส้นโค้ง $y = ax^2 + 2$, แกน $X$, เส้นตรง $x = 0$ และเส้นตรง $"
samn-2555-01-q01,samn-2555-01,fill,,มี,6,"ถ้าเซตคำตอบของอสมการ $|3 - 2x| - |3x - 7| \ge 0$ คือช่วง $[a, b]$ แล้ว $a + b$ มีค่าเท่ากับเท่าใด"
samn-2555-01-q03,samn-2555-01,fill,,มี,9,$\sec^2\!\left(2\tan^{-1}\sqrt{2}\right)$ มีค่าเท่ากับเท่าใด
samn-2555-01-q04,samn-2555-01,fill,,มี,3,"กำหนดให้ $O$ เป็นจุดกำเนิด $A = (1, -4, -3)$ และ $B = (3, -6, 2)$ ถ้า $C$ เป็นจุดบน $\overline{OB}$ ซึ่งทำให้ "
samn-2555-01-q09,samn-2555-01,fill,,มี,3,กำหนดให้ $L_1$ เป็นเส้นตรงซึ่งมีสมการเป็น $4x - 3y + 10 = 0$ และ $L_2$ เป็นเส้นสัมผัสของเส้นโค้ง $y = x^2 - \d
samn-2555-01-q10,samn-2555-01,fill,,มี,8,"$\displaystyle\int_0^2 6x|x - 2|\,dx$ มีค่าเท่ากับเท่าใด"
samn-2555-01-q12,samn-2555-01,mc,,มี,4,ถ้า $z$ เป็นจำนวนเชิงซ้อนซึ่งมี $\operatorname{Im}(z) > 0$ และสอดคล้องกับสมการ $\left(z + \dfrac{\sqrt{3}}{2}\
samn-2555-01-q15,samn-2555-01,mc,,มี,2,กำหนดให้ $H$ เป็นไฮเพอร์โบลาซึ่งมีสมการเป็น $9x^2 - 72x - 16y^2 - 32y = 16$ ถ้า $E$ เป็นวงรีซึ่งมีจุดยอดอยู่ที
samn-2555-01-q19,samn-2555-01,mc,,มี,2,"ถ้า $S_1 = \left\{\,x \;\middle|\; \log_{1/2}(x+1) + 2\log_{1/4}(x+2) - \log_{1/2}(9x - 3) \le 0\,\right\}$ แล"
samn-2555-01-q22,samn-2555-01,mc,มี,มี,0,น้ำหนักของถุงซึ่งบรรจุอาหารขายส่งของบริษัทแห่งหนึ่งมีการแจกแจงปกติ ถ้าถุงที่มีน้ำหนักเกิน $117.8$ กรัม มีอยู่ 
samn-2555-01-q23,samn-2555-01,mc,,มี,3,"พาราโบลารูปหนึ่งมีแกนสมมาตรขนานกับแกน $Y$ มีจุดยอดอยู่ที่จุด $(3, 9)$ และผ่านจุด $(1, 5)$ บริเวณที่ปิดล้อมด้วย"
samn-2556-01-q01,samn-2556-01,fill,,มี,4,จำนวนเต็มที่สอดคล้องกับอสมการ $\dfrac{(x+1)(x-3)}{x(2x+1)} \le 0$ มีทั้งหมดกี่จำนวน
samn-2556-01-q07,samn-2556-01,fill,มี,,0.2,ตารางแจกแจงความถี่สะสมของคะแนนสอบวิชาคณิตศาสตร์ของนักเรียนกลุ่มหนึ่งเป็นดังตาราง ถ้าสุ่มนักเรียนมาหนึ่งคนจากกล
samn-2556-01-q10,samn-2556-01,fill,,มี,12,"ค่าสูงสุดสัมบูรณ์ของฟังก์ชัน $f(x) = x^3 + 3x^2 - 9x + 1$ บนช่วง $[-1, 2]$ มีค่าเท่ากับเท่าใด"
samn-2556-01-q11,samn-2556-01,mc,,มี,0,"ถ้า $S = \{\,x \mid x \text{ เป็นจำนวนเต็มที่สอดคล้องกับอสมการ } \log[\,x(x - 15)\,] \le 2\,\}$ แล้วจำนวนสมาชิ"
samn-2556-01-q14,samn-2556-01,mc,,มี,4,ในระบบพิกัดฉากที่มี $O$ เป็นจุดกำเนิด วงรีรูปหนึ่งมีสมการเป็น $\dfrac{(x-3)^2}{9} + \dfrac{(y-5)^2}{25} = 1$ ถ
samn-2556-01-q21,samn-2556-01,mc,มี,มี,1,อายุการใช้งานของถ่านไฟฉายชนิดหนึ่งมีการแจกแจงปกติ มีค่าเฉลี่ยเลขคณิตเท่ากับ $\mu$ นาที และส่วนเบี่ยงเบนมาตรฐาน
samn-2556-01-q27,samn-2556-01,mc,,มี,3,"ถ้า $A$ และ $B$ เป็นเซตของจำนวนเชิงซ้อน โดยที่ $A = \{\,z \mid |z - 1| + |z - 5| = 6\,\}$ และ $B = \{\,z \mid "
samn-2556-01-q30,samn-2556-01,mc,,มี,2,กำหนดให้กราฟของ อนุพันธ์ของฟังก์ชัน $f$ เป็นดังรูป  นักเรียนคนหนึ่งได้สรุปว่า $f$ ต้องเป็นดังข้อความต่อไปนี้  
samn-2557-01-q07,samn-2557-01,fill,มี,,15.42,โรงเรียนอนุบาลแห่งหนึ่งมีนักเรียนอยู่ $4$ ห้อง ครูบันทึกค่าเฉลี่ยของน้ำหนักของนักเรียนแต่ละห้องไว้ตามตารางต่อไ
samn-2557-01-q12,samn-2557-01,mc,,มี,4,"กำหนดให้ $z_1, z_2$ และ $z_3$ เป็นรากที่ $3$ ของจำนวนเชิงซ้อนจำนวนหนึ่ง ถ้า $z_1 = \sqrt{2}(\cos 15^\circ + i\"
samn-2557-01-q16,samn-2557-01,mc,,มี,1,ถ้า $F$ เป็นโฟกัสที่อยู่ในควอดรันต์ที่ $1$ ของไฮเพอร์โบลา $\dfrac{x^2}{9} - \dfrac{(y-2)^2}{16} = 1$ แล้ว วงกล
samn-2557-01-q20,samn-2557-01,mc,มี,,3,ในการสอบวิชาคณิตศาสตร์ ณ โรงเรียนแห่งหนึ่ง ครูได้กำหนดไว้ว่า ผู้ที่จะได้เกรด $A$ จะต้องสอบให้ได้คะแนนอยู่ในกลุ
samn-2557-01-q21,samn-2557-01,mc,,มี,0,"กำหนดให้ $S = \{1, 2, 3, \dots, 10\}$ และ $M = \{\,(x, y) \mid x, y \in S\,\}$ ถ้าสุ่มหยิบ $(x, y)$ จาก $M$ มา"
samn-2557-01-q22,samn-2557-01,mc,มี,มี,0,ในการสอบครั้งหนึ่ง คะแนนสอบมีการแจกแจงปกติ ถ้าจำนวนนักเรียนที่สอบได้มากกว่า $80$ คะแนน มี $10\%$ ของจำนวนนักเร
